,support,itemsets
3,0.1499124734626988,['市场']
6,0.13747253156542144,['经济']
0,0.10376550337070282,['中国']
1,0.08849491601176952,['企业']
7,0.06998398450594064,['问题']
2,0.060747141420537075,['公司']
4,0.06003948005512309,['政策']
5,0.056538418563074976,['社会']
